"id","abv","brewed_at_id","brewery_id","calories","description","ibu","img_url","mean_rating","name","num_ratings","overall_rating","retired","seasonal","beer_style_id","beer_style_rating","url"
"4,181",5.5,,272,165,"Keg and bottle: Filtered. 
First brewed in 2005. 
Ingredients: Finest barley malts, wheat malts, and fresh whole hops. 
Bock beer, released in celebration of the arrival of spring, is an ancient and mysterious part of the brewing tradition. Over time, the term ""bock"" has come to mean a beer darker and stronger than the brewery's regular brew. This is the first time we have brewed a bock at Anchor Brewing Co., and we hope you will find it to be a rich and flavorful addition to our offerings. San Francisco's Anchor Bock Beer is virtually handmade by the brewers of Anchor Steam?? Beer, in one of the most traditional small breweries in the world.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_47436.jpg",,Anchor Bock Beer,"1,005",87,false,Special,1,98,/beer/anchor-bock-beer/47436/
"4,187",6.5,,"5,155",195,"Although it's named after our most famous weather event, this beer has nothing in common with the harsh bite of winter. In fact it's smooth slightly chocolaty flavor helps you forget Jack Frost altogether. German pale and Munich malts form the base flavors with hints of chocolate and caramel. Very soft, floral German hops ease the finish into dryness. Available on draft and in bottles from November to March.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_53772.jpg",3.55,Flying Bison Blizzard Bock,31,88,false,Winter,1,98,/beer/flying-bison-blizzard-bock/53772/
"4,188",6.25,,"6,290",188,,28,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_312197.jpg",3.67,Heater Allen Winter Bock,10,88,false,Winter,1,98,/beer/heater-allen-winter-bock/312197/
"4,195",6,,"10,155",180,"The first time Jarred tried this beer, he got so excited, he pooped his pants. This lager is malt forward, full bodied, and finishes smooth and creamy. Rich and complex, our traditional Munich style Bock features seven types of chocolate and cocoa nibs added to both the boil and fermentor. So good, you may actually poop your pants!",30,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_342717.jpg",3.63,Perrin Poop Your Pants Chocolate Bock,11,83,false,,1,97,/beer/perrin-poop-your-pants-chocolate-bock/342717/
"4,198",6,,"5,302",180,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_112227.jpg",3.51,Franconia Falling Bock,22,84,false,Special,1,97,/beer/franconia-falling-bock/112227/
"4,199",7,,"13,446",210,"Bock beer is a strong and malty lager.  Unlike ""hell"" or mai-bocks, ours is made in the Bavarian tradition; dark with a chewy maltiness, made from 100% Munich malt.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_55435.jpg",3.57,Triumph Winter Bock,15,84,false,Winter,1,97,/beer/triumph-winter-bock/55435/
"4,201",7.6,,"2,876",228,"Our traditional bock beer is a dark strong full bodied beer, dark brown in color with very low hop bitterness. Bull Falls Bock is big on malty flavor with a noticeable malty aroma and clean finish.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_85754.jpg",3.54,Bull Falls Bock,18,82,false,Spring,1,97,/beer/bull-falls-bock/85754/
"4,204",6.2,,"3,720",186,"Many Iowans are descendents from German immigrants so it's fitting that we make one of the most famous German beers: dopplebock. In the 18th century, monks used to brew bready bock beers to sustain them during their long Lenten fast when they could drink but not eat. Our dopplebock came out big, burly and chewy, hence the name ChewBOCKa. 
 
ChewBOCKa is made with plenty of Munich malt for a rich, chewy, full-body flavor as well as German Spalter Select, German Tettnanger and American Mt. Hood hops to balance out the malty sweetness. There are also some toasty notes as well as a slight hint of chocolate. Dopplebocks are on the malty end of the beer spectrum, making them a nice change of pace from bitter ales.",28,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_206332.jpg",3.6,Confluence ChewBOCKa,10,81,false,Spring,1,96,/beer/confluence-chewbocka/206332/
"4,206",6.4,,"14,404",192,"Named for Stand Rock, one of the Dells most famous rock formations.  Our brew is full-bodied & malty sweet.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_19696.jpg",3.55,Wisconsin Dells Stand Rock Bock,13,79,false,Winter,1,96,/beer/wisconsin-dells-stand-rock-bock/19696/
"4,209",,,"13,282",,"This dark malty lager beer style is a traditional Spring specialty in its native Germany. The rich, complex character of German Munich malt dominates the aroma and flavor, while cold aging (??lagering??) adds smoothness and drinkability to this full-bodied, flavorful brew.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_85755.jpg",3.53,Titletown Isle B Bock,10,79,false,Spring,1,86,/beer/titletown-isle-b-bock/85755/
"4,211",6.75,,"10,414",202,,40,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_131940.jpg",3.57,Portsmouth Bock,10,79,false,Autumn,1,96,/beer/portsmouth-bock/131940/
"4,212",15.5,,"7,626",465,"Real raspberries abound in this chocolate caramel after dinner treat.  Aged for a smooth texture and drinkability.  This lager beer will handle additional age very well.
 
Batch 1 - brewed 2002, bottled same year 10.6% 
Batch 2 - brewed late 2004, released 2005 
Batch 3 - Brewed 2007, released very end of 2007 
Batch 4 - Brewed 2012, released 2013 15.5% 
Batch 5 - Brewed 2014, released late 2014   
Batch 6 - Brewed 2016, released late 2016",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_25627.jpg",,Kuhnhenn Raspberry Eisbock,958,100,false,Special,77,100,/beer/kuhnhenn-raspberry-eisbock/25627/
"4,213",8,,"11,737",240,"A very intense Belgian style sour cherry beer.  Packed with whole tart cherries for a HUGE mouth-filling flavor.  This is NOT a typical 'flavored' beer, rather, the fruit is used in such a way to create a traditional albeit unique beverage.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_16892.jpg",,Selins Grove The Phoenix Kriek,273,100,false,,77,100,/beer/selins-grove-the-phoenix-kriek/16892/
"4,214",4,,"9,329",120,"Originally 5.1% - abv reduced to 4% sometime between 2009 and 2011. 
Belgian Red is a tapestry of flavor. This beer is brewed with whole Montmorency Cherries, Wisconsin farmed wheat and Belgian roasted barleys, lagered in oak tanks and balanced by Hallertau hops we aged in our brewery one full year.

Over a pound of Door County Cherries in every bottle makes this beer uniquely ??Wisconsin.?? So unique, in fact, that we applied for a patent. Expect this beer to be ruby red, with a medium body that is highly carbonated and intense with cherry flavor and bouquet.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_7688.jpg",,New Glarus Wisconsin Belgian Red,"1,533",100,false,,77,100,/beer/new-glarus-wisconsin-belgian-red/7688/
"4,215",4,,"9,329",120,"The voluminous raspberry bouquet will greet you long before your lips touch your glass. Serve this Wisconsin framboise very cold in a champagne flute. Then hold your glass to a light and enjoy the jewel-like sparkle of a very special ale.

Oregon proudly shares their harvest of mouth-watering berries, which we ferment spontaneously in large oak vats.

Then we employ Wisconsin farmed wheat and year old Hallertau hops to round out this extravaganza of flavor.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_7686.jpg",,New Glarus Raspberry Tart,"1,285",100,false,,77,100,/beer/new-glarus-raspberry-tart/7686/
"4,216",5.1,,"9,329",153,"Happy Accident Fruit Ale

Severe Drought, we shared the farmer's horror as Wisconsin's cherry crop failed! Dan bought what cherries he could. The apple crop fared better. Then joy! A grand Wisconsin cranberry harvest. What will Dan brew with Apples, Cranberries and Cherries? Oh my! You hold the happy accident of Wisconsin's favorite fruit aged in oak with an almost magical wild fermentation. Serendipity is a wondrous celebration that sparkles your senses and dances across your palate. A kaleidoscope of flavors discovered by accident in a sour ale! Cheers to the unexpected. Vielen Dank!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_187518.jpg",,New Glarus Serendipity,599,100,false,Special,77,100,/beer/new-glarus-serendipity/187518/
"4,217",4,,"9,329",120,"Teased from the loam by the kiss of the Sun. Mom's Strawberry Rhubarb delights are the happy memories of childhood.  Diploma Master Brewer Dan employed juicy sweet Strawberries to tame the barbaric wild tart fermentation of rhubarb.  Escaped from the far corners of neighboring yards, local rhubarb was incorporated into the wild sour fermentation to create this drinkable dream.  Bright sour and effervescent.  Toast chilled cold to Bright skies, fireflies, bare feet and rhubarb pies!    
2013 - 2015: 750ml bottle  
2017: 12-oz bottle",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_221454.jpg",,New Glarus Strawberry Rhubarb,392,99,false,Spring,77,100,/beer/new-glarus-strawberry-rhubarb/221454/
"4,221",6,,"9,329",180,"""Some people paint, some sing, others write?? I brew"". -Daniel Carey 

A few times a year we will cut Dan loose to brew whatever he chooses, uncensored, uncut, unplugged. Always handcrafted, the bottle you hold is brewed for the adventurous soul. This is a very limited edition and we make no promises to ever brew this style again. 

Sparkling and bright this is a Wisconsin original created for you in the traditional method employed by the Lambic Brewers of Belgium including five months of outdoor resting in oak barrels. Indigenous yeast and cranberries from the ??wilds?? of Wisconsin flawlessly pair to dance on your palette. You have discovered a rare and delightful treasure to be served cold in a fluted glass. 

Thanks for supporting the arts, 

Daniel and Deb Carey",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_111480.jpg",,New Glarus Thumbprint Series Cran-bic Ale,487,99,false,Series,77,100,/beer/new-glarus-thumbprint-series-cran-bic-ale/111480/
"4,223",9.2,,"5,239",276,"Blushing Monk is brewed with a ridiculous amount of raspberries and with a Belgian yeast strain that keeps our head cellar operator from sleeping for a week. It pours a stunning deep berry red and, at 9.2% ABV, has a surprising kick. The perfect dessert beer, it can be enjoyed on its own or paired with fresh cheeses, fruit, cakes and more. First released in July 2011, rereleased in 2015.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_148616.jpg",,Founders Backstage Series # 1: Blushing Monk,603,99,false,Series,77,100,/beer/founders-backstage-series-1-blushing-monk/148616/
"4,226",,,"11,737",,"An extraordinary fruit beer with a seductive peach aroma, tart and sweet, intense yet refreshing. Made with pale malted wheat, peaches, and natural peach juice in celebration of the end of the summer season.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_93637.jpg",,Selins Grove Saison de Peche,59,99,false,Special,77,100,/beer/selins-grove-saison-de-peche/93637/
"4,227",6.5,,"9,329",195,"This is Dan's Gold Medal winning ""Unplugged Cherry Stout.""  This ale is aged in Oak barrels to promote the spontaneous fermentation.  Eight Wisconsin malted barleys combined with Wisconsin Montmorency Cherries make for a complex and sublime taste experience that you may never find again.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_56215.jpg",,New Glarus Thumbprint Series Cherry Stout,541,98,false,Series,77,100,/beer/new-glarus-thumbprint-series-cherry-stout/56215/
"4,229",7,,"13,274",210,Progressively hopped with the all-mighty Simcoe. Conditioned on heaps of fresh mango. It's a beautiful day for a beautiful beer.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_205427.jpg",,Tired Hands MagoTago,64,98,false,Special,77,100,/beer/tired-hands-magotago/205427/
"4,230",6.4,,"5,426",192,"Bonita Applebum is made with cinnamon, vanilla, and apples. The aroma features wave after wave of cinnamon and vanilla, and bottoms out on the back end with a copious dose of real apples. Full, round, and beautiful - that's Bonita!",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_150977.jpg",,Funky Buddha Bonita Applebum,92,98,false,,77,100,/beer/funky-buddha-bonita-applebum/150977/
"4,233",6.5,,227,195,Berliner Weisse with guava and passionfruit.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_364297.jpg",3.84,Alvarado Street Haole Punch,32,97,false,,77,99,/beer/alvarado-street-haole-punch/364297/
"4,234",3.8,,"9,329",114,"Apple Ale sings with the fresh crisp taste of Wisconsin Apples. Our brewmaster begins with a brown ale base employing Wisconsin farmed wheat and a blend of Cortland, MacIntosh and Jonathan apples. Our apple growing friends squeeze them especially for this brew. Expect this ale to pour a beautiful copper color.  The fresh bouquet of Apple will rise to meet you even before the glass touches your lips.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_8035.jpg",,New Glarus Thumbprint Series Apple Ale,734,97,false,,77,99,/beer/new-glarus-thumbprint-series-apple-ale/8035/
"4,236",7,,"13,274",210,We brewed our precious mango IPA and hopped it entirely with Mosaic.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_337823.jpg",3.94,Tired Hands MagoTago Mosaic,15,98,false,Special,77,99,/beer/tired-hands-magotago-mosaic/337823/
"4,238",6.7,,"5,740",201,"60% Ale Aged in barrels with grapefruit rind and juice, 40% Ale (Base Sofie)",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_203085.jpg",,Goose Island Sofie Paradisi,117,97,false,,77,99,/beer/goose-island-sofie-paradisi/203085/
"4,239",5,,"3,524",150,,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_177432.jpg",3.86,Cigar City Right-Side Up Pineapple Cake Lager,22,97,false,Special,77,99,/beer/cigar-city-right-side-up-pineapple-cake-lager/177432/
"4,240",8.3,,"12,692",249,"Our second anniversary brew is a dark ale made with over 40 pounds of cranberries per barrel.
   
2008 vintage - 8.3% abv  
2016 vintage - 9.4% abv",30,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_83379.jpg",,Surly Two,149,97,false,Special,77,99,/beer/surly-two/83379/
"4,241",5.6,,"2,556",168,"This elegant fruit beer, matured on cherries, is brewed exclusively for Brewery Ommegang by Liefmans, a sister brewery, in Belgium.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_362980.jpg",,Ommegang Rosetta,264,97,false,Special,77,99,/beer/ommegang-rosetta/362980/
"4,244",6.5,,"11,737",195,"This bright garnet holiday treat is made from raspberries from the northwest. Refreshing, ripe raspberry flavor, tart and complex.",,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_99772.jpg",,Selins Grove Framboise,45,97,false,Winter,77,99,/beer/selins-grove-framboise/99772/
"4,246",10.9,,"4,819",327,Xmas version of Soft Dookie brewed with vanilla and sour cherries.,,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_156089.jpg",,Evil Twin Soft Xmas aka Pretty Please With A Cherry On Top,170,96,false,Winter,77,99,/beer/evil-twin-soft-xmas-aka-pretty-please-with-a-cherry-on-top/156089/
"4,247",5.9,,"5,076",177,"This amber full bodied beer is first brewed with 10 year old aged hops to remove any hop flavor but still provide the preserving effects of the hop. Then it is fermented with cherries. Post fermentaion we condition the beer on top of 1000 pounds of cherries. We get our fruit from Door County, Wisc. The result is a huge cherry flavor without forgetting that we are drinking a beer.",1,"https://res.cloudinary.com/ratebeer/image/upload/w_120,c_limit/beer_68997.jpg",3.8,Fitgers Cherry Batch Anniversary,29,97,false,Autumn,77,99,/beer/fitgers-cherry-batch-anniversary/68997/
